Team,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS
OAK,29.434782608695652,71.95652173913044,240.8695652173913,36.69565217391305,59.91304347826087,12.695652173913043,1.0,11.173913043478262,34.73913043478261,2.130434782608696,0.9130434782608695,25.08695652173913,57.82608695652174,0.2608695652173913,1.565217391304348,3.782608695652174,0.2231739130434783,0.29930434782608695,0.4079130434782609,0.7072173913043478
PHI,29.0,68.32,212.0,30.32,53.4,12.28,1.04,8.56,29.24,3.12,0.72,21.92,52.52,0.44,1.36,2.28,0.19899999999999998,0.25623999999999997,0.3538,0.61004
PIT,29.217391304347824,74.34782608695652,234.30434782608697,32.08695652173913,63.26086956521739,13.565217391304348,1.608695652173913,7.043478260869565,30.73913043478261,2.782608695652174,1.2608695652173914,18.0,47.82608695652174,0.7391304347826086,1.434782608695652,2.6956521739130435,0.24382608695652172,0.3003478260869566,0.373391304347826,0.6737391304347825
SD,27.40909090909091,77.72727272727273,233.86363636363637,30.545454545454547,56.90909090909091,10.0,1.0909090909090908,9.954545454545455,29.272727272727273,3.1818181818181817,1.6363636363636365,22.681818181818183,66.04545454545455,0.3181818181818182,1.4090909090909092,2.4545454545454546,0.22604545454545458,0.2954090909090909,0.3649545454545455,0.6603636363636363
SEA,29.62962962962963,61.148148148148145,203.0,28.037037037037038,48.2962962962963,9.37037037037037,1.037037037037037,8.851851851851851,27.037037037037038,4.2592592592592595,1.7407407407407407,21.703703703703702,58.074074074074076,0.4074074074074074,1.3703703703703705,2.1481481481481484,0.20625925925925928,0.2903703703703704,0.3599259259259259,0.6502962962962963
SF,29.9375,54.25,166.21875,20.9375,40.75,9.28125,0.8125,5.15625,20.21875,1.46875,0.875,14.4375,39.8125,0.1875,1.3125,1.53125,0.196125,0.2590625000000001,0.3102500000000001,0.5693125
STL,28.904761904761905,81.19047619047619,246.42857142857142,35.61904761904762,61.80952380952381,11.333333333333334,1.1428571428571428,10.0,33.38095238095238,5.476190476190476,1.3333333333333333,26.428571428571427,61.714285714285715,0.42857142857142855,1.7619047619047619,3.5714285714285716,0.23380952380952377,0.3043809523809524,0.3885714285714287,0.6929523809523809
TB,28.576923076923077,65.07692307692308,215.57692307692307,29.5,54.76923076923077,11.192307692307692,1.1153846153846154,8.307692307692308,28.0,3.6153846153846154,1.4230769230769231,20.807692307692307,56.96153846153846,0.3076923076923077,1.3076923076923077,2.8076923076923075,0.23646153846153845,0.2937692307692308,0.3938461538461538,0.6876153846153846
TEX,29.526315789473685,84.89473684210526,290.4736842105263,42.63157894736842,72.26315789473684,15.578947368421053,1.263157894736842,11.736842105263158,40.26315789473684,6.894736842105263,2.0,28.0,82.3157894736842,0.8421052631578947,2.3157894736842106,3.526315789473684,0.2378421052631579,0.30694736842105264,0.41068421052631576,0.7176315789473685
TOR,27.25,66.83333333333333,228.20833333333334,30.166666666666668,54.041666666666664,11.25,0.875,10.291666666666666,29.041666666666668,2.125,0.8333333333333334,21.166666666666668,62.666666666666664,0.5833333333333334,1.1666666666666667,1.875,0.20758333333333334,0.26658333333333334,0.3641666666666667,0.63075
WAS,29.476190476190474,77.76190476190476,247.66666666666666,40.61904761904762,67.57142857142857,14.095238095238095,1.2857142857142858,10.952380952380953,38.38095238095238,5.428571428571429,1.380952380952381,27.38095238095238,55.857142857142854,0.9047619047619048,2.0,3.857142857142857,0.23995238095238097,0.30571428571428566,0.39295238095238083,0.6986666666666667
